File,Language,Transcription,Normalized Transcription
24-190516_1957-glued-004.wav,en,Rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,Rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
24-low panting_EH_gain@8_5+ws-190430_1501.wav,en,I'm going to use the same method as the other one.,I'm going to use the same method as the other one.
25-br_siren-190516_1958-glued-001.wav,en,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
25-br_siren-190516_1958-glued-002.wav,en,Nooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,Nooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
25-br_siren-190516_1958-glued-003.wav,en,Booooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,Booooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
25-br_siren-190516_1958-glued-004.wav,en,...,...
25-br_siren-190516_1958-glued-005.wav,en,HAPPY!,HAPPY!
25-br_siren-190516_1958-glued-006.wav,ja,おさじん,おさじん
25-low panting_EE_gain@8_5+ws-190430_1502-01.wav,en,Music,Music
26-low panting_OH_gain@8_5+ws-190430_1503.wav,en,I'm going to do a little bit of the same thing.,I'm going to do a little bit of the same thing.
26-tongue_palate clicks-190516_2000-glued-001.wav,nn,ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃ,ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃən ʃ
26-tongue_palate clicks-190516_2000-glued-002.wav,nn,1.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5x4.5,
One point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five times four point five
26-tongue_palate clicks-190516_2000-glued-003.wav,nn,1.5% 1.5% 1.5% 1.5% 1.5% 1.5% 1.5%,One point five percent One point five percent One point five percent One point five percent One point five percent One point five percent One point five percent
26-tongue_palate clicks-190516_2000-glued-004.wav,en,Thank you.,Thank you.
26-tongue_palate clicks-190516_2000-glued-005.wav,en,you,you
27-low panting_OO_gain@8_5+ws-190430_1506.wav,en,Thank you.,Thank you.
27-tongue_teeth clicks -190516_2002-glued-001.wav,nn,1.5% 1.5% 1.5% 1.5% 1.5% 1.5% 1.5% 1.5% 1.5% 1.5% 1.5% 1.5% 1.5%,One point five percent One point five percent One point five percent One point five percent One point five percent One point five percent One point five percent One point five percent One point five percent One point five percent One point five percent One point five percent One point five percent
27-tongue_teeth clicks -190516_2002-glued-002.wav,en,Thank you.,Thank you.
27-tongue_teeth clicks -190516_2002-glued-003.wav,en,Thank you.,Thank you.
27-tongue_teeth clicks -190516_2002-glued-004.wav,en,Thank you.,Thank you.
27-tongue_teeth clicks -190516_2002-glued-005.wav,en,Tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt t,Tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt tt t
27-tongue_teeth clicks -190516_2002-glued-006.wav,en,Thank you for watching!,Thank you for watching!
27-tongue_teeth clicks -190516_2002-glued-007.wav,en,Thank you.,Thank you.
27-tongue_teeth clicks -190516_2002-glued-008.wav,en,Thank you.,Thank you.
28-A_spoken-190430_1514-001-001.wav,en,A,A
28-A_spoken-190430_1514-001-002.wav,en,A,A
28-A_spoken-190430_1514-001-003.wav,en,A,A
28-A_spoken-190430_1514-001-004.wav,en,A,A
28-A_spoken-190430_1514-001-005.wav,en,A,A
28-A_spoken-190430_1514-002-001.wav,en,you,you
28-A_spoken-190430_1514-002-002.wav,ja,あ,あ
28-A_spoken-190430_1514-002-003.wav,en,Thank you.,Thank you.
28-A_spoken-190430_1514-002-004.wav,ja,あ,あ
28-A_spoken-190430_1514-002-005.wav,ko,아,아
28-A_spoken-190430_1514-002-006.wav,en,Thank you.,Thank you.
28-A_spoken-190430_1514-002-007.wav,ja,あ,あ
28-A_spoken-190430_1514-002-008.wav,ja,あ,あ
28-A_spoken-190430_1514-002-009.wav,ja,あ,あ
28-A_spoken-190430_1514-002-010.wav,en,Ah.,Ah.
28-A_spoken-190430_1514-003-001.wav,en,A,A
28-A_spoken-190430_1514-003-002.wav,fr,Ah !,Ah !
28-A_spoken-190430_1514-003-003.wav,en,Thank you.,Thank you.
28-A_spoken-190430_1514-003-004.wav,en,Ah.,Ah.
28-A_spoken-190430_1514-003-005.wav,en,Ah.,Ah.
28-A_spoken-190430_1514-003-006.wav,en,Ah.,Ah.
28-A_spoken-190430_1514-003-007.wav,en,A,A
28-A_spoken-190430_1514-003-008.wav,en,Ah.,Ah.
28-B_spoken-190430_1507-001-001.wav,en,B,B
28-B_spoken-190430_1507-001-002.wav,en,B,B
28-B_spoken-190430_1507-001-003.wav,en,B,B
28-B_spoken-190430_1507-001-004.wav,en,B,B
28-B_spoken-190430_1507-001-005.wav,en,B,B
28-B_spoken-190430_1507-002-001.wav,fr,B.,B.
28-B_spoken-190430_1507-002-002.wav,en,Buh.,Buh.
28-B_spoken-190430_1507-002-003.wav,en,Buh.,Buh.
28-B_spoken-190430_1507-002-004.wav,en,Buh.,Buh.
28-B_spoken-190430_1507-002-005.wav,en,Buh.,Buh.
28-B_spoken-190430_1507-003-001.wav,en,BEEP!,BEEP!
28-B_spoken-190430_1507-003-002.wav,en,BEEP!,BEEP!
28-B_spoken-190430_1507-003-003.wav,en,BEEP!,BEEP!
28-B_spoken-190430_1507-003-004.wav,en,Thank you.,Thank you.
28-B_spoken-190430_1507-003-005.wav,ko,구독과 좋아요 부탁드립니다!,구독과 좋아요 부탁드립니다!
28-B_spoken-190430_1507-004-001.wav,ko,끝!,끝!
28-B_spoken-190430_1507-004-002.wav,en,BEEP!,BEEP!
28-B_spoken-190430_1507-004-003.wav,en,Tick!,Tick!
28-B_spoken-190430_1507-004-004.wav,en,Bye.,Bye.
28-B_spoken-190430_1507-004-005.wav,ko,빡! 빡!,빡! 빡!
28-B_spoken-190430_1507-004-006.wav,en,Thank you.,Thank you.
28-B_spoken-190430_1507-005.wav,en,Bapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapap,Bapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapap
28-mouth_water swish-190516_2004-glued-01.wav,en,Thank you.,Thank you.
28-mouth_water swish-190516_2004.wav,en,I'm not sure if I can do it. I'm not sure if I can do it. I'm not sure if I can do it. I'm not sure if I can do it. I'm not sure if I can do it. I'm not sure if I can do it. I'm not sure if I can do it. I'm not sure if I can do it. I'm not sure if I can do it. I'm not sure if I can do it. I'm not sure if I can do it. I'm not sure if I can do it. I'm not sure if I can do it. I'm not sure if I can do it.,I'm not sure if I can do it. I'm not sure if I can do it. I'm not sure if I can do it. I'm not sure if I can do it. I'm not sure if I can do it. I'm not sure if I can do it. I'm not sure if I can do it. I'm not sure if I can do it. I'm not sure if I can do it. I'm not sure if I can do it. I'm not sure if I can do it. I'm not sure if I can do it. I'm not sure if I can do it. I'm not sure if I can do it.
29-B_percussive_low range-190430_1512-001.wav,en,Buh.,Buh.
29-B_percussive_low range-190430_1512-002.wav,en,Buh.,Buh.
29-B_percussive_low range-190430_1512-003.wav,en,Buh!,Buh!
29-B_percussive_low range-190430_1512-004.wav,en,Buh!,Buh!
29-B_percussive_low range-190430_1512-005.wav,en,Buh!,Buh!
29-B_percussive_low range-190430_1512-006.wav,en,Buh.,Buh.
29-B_percussive_low range-190430_1512-007.wav,en,Buh.,Buh.
29-B_percussive_low range-190430_1512-008.wav,en,Buh.,Buh.
29-teeth scrubbing_finger-190516_2005-glued-01-001.wav,nn,1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5,One point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five one point five
29-teeth scrubbing_finger-190516_2005-glued-01-002.wav,en,Thank you.,Thank you.
30-teeth_tapping-190516_2007-glued.wav,en,Oh sorry.,Oh sorry.
31-eating_crunchy_pear-190516_2010-glued-001.wav,nn,💛,💛
31-eating_crunchy_pear-190516_2010-glued-002.wav,nn,💛,💛
31-eating_crunchy_pear-190516_2010-glued-003.wav,nn,1.0%,1.0%
31-eating_crunchy_pear-190516_2010-glued-004.wav,nn,🤔,🤔
31-eating_crunchy_pear-190516_2010-glued-005.wav,en,Thank you for watching!,Thank you for watching!
31-eating_crunchy_pear-190516_2010-glued-006.wav,en,you,you
31-eating_crunchy_pear-190516_2010-glued-007.wav,en,Thank you.,Thank you.
32-pursed lips_inhale-190516_2012-glued-001.wav,en,I'm not gonna die! I'm not gonna die! I'm not gonna die!,I'm not gonna die! I'm not gonna die! I'm not gonna die!
32-pursed lips_inhale-190516_2012-glued-002.wav,en,AHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,AHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
32-pursed lips_inhale-190516_2012-glued-003.wav,en,You,You
32-pursed lips_inhale-190516_2012-glued-004.wav,en,AHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,AHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
32-pursed lips_inhale-190516_2012-glued-005.wav,en,I'm sorry.,I'm sorry.
33-pursed lips_exhale-190516_2013-glued-001.wav,en,NOOOOO,NOOOOO
33-pursed lips_exhale-190516_2013-glued-002.wav,en,You,You
33-pursed lips_exhale-190516_2013-glued-003.wav,en,I'm going to be a little bit more careful.,I'm going to be a little bit more careful.
33-pursed lips_exhale-190516_2013-glued-004.wav,en,Oh,Oh
33-pursed lips_exhale-190516_2013-glued-005.wav,en,I'm sorry.,I'm sorry.
33-pursed lips_exhale-190516_2013-glued-006.wav,en,AHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,AHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
33-pursed lips_exhale-190516_2013-glued-007.wav,en,I'm sorry.,I'm sorry.
33-pursed lips_exhale-190516_2013-glued-008.wav,en,Hello., Hello. 
33-pursed lips_exhale-190516_2013-glued-009.wav,en,I'm sorry.,I'm sorry.
34-C_spoken_gain@8-190430_1518-001.wav,en,C. C.,C. C.
34-C_spoken_gain@8-190430_1518-002.wav,en,C C C,C C C
34-C_spoken_gain@8-190430_1518-003.wav,en,See.,See.
34-C_spoken_gain@8-190430_1518-004.wav,en,See.,See.
34-C_spoken_gain@8-190430_1518-005.wav,en,See?,See?
34-C_spoken_gain@8-190430_1518-006.wav,en,C,C
34-vocal fry-190516_2015-glued-01.wav,en,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
34-vocal fry-190516_2015-glued-02.wav,en,Eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,Eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
34-vocal fry-190516_2015-glued-03.wav,en,Oh.,Oh.
34-vocal fry-190516_2015-glued-04.wav,en,Ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,Ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
34-vocal fry-190516_2015-glued.wav,en,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
35-C_K_percussive_low range_gain@8-190430_1520-001-001.wav,en,Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
35-C_K_percussive_low range_gain@8-190430_1520-001-002.wav,en,Buh!,Buh!
35-C_K_percussive_low range_gain@8-190430_1520-001-003.wav,en,K.,K.
35-C_K_percussive_low range_gain@8-190430_1520-001-004.wav,en,K.,K.
35-C_K_percussive_low range_gain@8-190430_1520-001-005.wav,en,Buh!,Buh!
35-C_K_percussive_low range_gain@8-190430_1520-001-006.wav,en,BOOM!,BOOM!
35-C_K_percussive_low range_gain@8-190430_1520-001-007.wav,en,K.,K.
35-C_K_percussive_low range_gain@8-190430_1520-001-008.wav,en,Pfft!,Pfft!
35-C_K_percussive_low range_gain@8-190430_1520-002-001.wav,en,Thank you.,Thank you.
35-C_K_percussive_low range_gain@8-190430_1520-002-002.wav,en,B.,B.
35-C_K_percussive_low range_gain@8-190430_1520-002-003.wav,en,K.,K.
35-C_K_percussive_low range_gain@8-190430_1520-002-004.wav,en,K.,K.
35-C_K_percussive_low range_gain@8-190430_1520-002-005.wav,en,K.,K.
35-C_K_percussive_low range_gain@8-190430_1520-002-006.wav,en,K.,K.
35-C_K_percussive_low range_gain@8-190430_1520-002-007.wav,en,Thank you.,Thank you.
35-C_K_percussive_low range_gain@8-190430_1520-003-001.wav,en,Thank you.,Thank you.
35-C_K_percussive_low range_gain@8-190430_1520-003-002.wav,en,K.,K.
35-C_K_percussive_low range_gain@8-190430_1520-003-003.wav,en,Pfft!,Pfft!
35-C_K_percussive_low range_gain@8-190430_1520-003-004.wav,en,K.,K.
35-C_K_percussive_low range_gain@8-190430_1520-003-005.wav,en,K.,K.
35-C_K_percussive_low range_gain@8-190430_1520-003-006.wav,en,K.,K.
35-C_K_percussive_low range_gain@8-190430_1520-003-007.wav,en,Pfft!,Pfft!
35-C_K_percussive_low range_gain@8-190430_1520-003-008.wav,en,Pfft!,Pfft!
38-D_spoken_gain@8-190430_1523-01-001.wav,en,D.,D.
38-D_spoken_gain@8-190430_1523-01-002.wav,en,D.,D.
38-D_spoken_gain@8-190430_1523-01-003.wav,en,D,D
38-D_spoken_gain@8-190430_1523-01-004.wav,en,D,D
38-D_spoken_gain@8-190430_1523-01-005.wav,en,D,D
38-D_spoken_gain@8-190430_1523-01-006.wav,en,D.,D.
38-D_spoken_gain@8-190430_1523-01-007.wav,en,D.,D.
39-D_percussive_ low range_gain@8-190430_1525-01-001-001.wav,fr,D'où ?,D'où ?
39-D_percussive_ low range_gain@8-190430_1525-01-001-002.wav,fr,Duh.,Duh.
39-D_percussive_ low range_gain@8-190430_1525-01-001-003.wav,ko,MBC 뉴스 김,MBC 뉴스 김
39-D_percussive_ low range_gain@8-190430_1525-01-001-004.wav,ru,Да.,Да.
39-D_percussive_ low range_gain@8-190430_1525-01-001-005.wav,fr,D'où ?,D'où ?
39-D_percussive_ low range_gain@8-190430_1525-01-001-006.wav,fr,D'où ?,D'où ?
39-D_percussive_ low range_gain@8-190430_1525-01-002-001.wav,en,Duh.,Duh.
